train/global_step,train/loss,train/learning_rate,train/mean_token_accuracy,_timestamp,train/epoch,train/grad_norm,_step,_runtime,train/num_tokens
418,0.8429959416389465,0.0001,0.7852134481072426,1766077910.7091436,0.8960342979635584,0.04336922615766525,417,4932.219189221,65087097.0
419,0.792472243309021,0.0001,0.7993943840265274,1766077922.5788574,0.8981779206859593,0.044939037412405014,418,4944.088900225,65242953.0
420,0.8168167471885681,0.0001,0.7919426634907722,1766077935.3885689,0.9003215434083601,0.04054570570588112,419,4956.898631118,65403795.0
421,0.8430157899856567,0.0001,0.7882865965366364,1766077947.4745166,0.902465166130761,0.045151807367801666,420,4968.984599954,65567087.0
422,0.7910105586051941,0.0001,0.7994734346866608,1766077959.7476466,0.9046087888531619,0.04066929966211319,421,4981.257716295,65727717.0
423,0.8410030603408813,0.0001,0.785723127424717,1766077971.4251802,0.9067524115755627,0.04342487081885338,422,4992.935225694,65883913.0
424,0.7450270652770996,0.0001,0.8079271465539932,1766077982.5208697,0.9088960342979635,0.038891687989234924,423,5004.03094008,66040928.0
425,0.7674524188041687,0.0001,0.8010867834091187,1766077991.777343,0.9110396570203644,0.04274481534957886,424,5013.287421035,66182158.0
426,0.8162084221839905,0.0001,0.7909372299909592,1766078002.723694,0.9131832797427653,0.039794955402612686,425,5024.233754777,66333993.0
427,0.8517323732376099,0.0001,0.7835163474082947,1766078015.9505188,0.9153269024651661,0.04211113229393959,426,5037.460585841,66494673.0
428,0.8532228469848633,0.0001,0.7820785045623779,1766078028.8801324,0.917470525187567,0.04016335308551788,427,5050.390167204,66655725.0
429,0.8084719181060791,0.0001,0.7918921485543251,1766078040.8706713,0.9196141479099679,0.040641024708747864,428,5062.380745362,66812443.0
430,0.8270392417907715,0.0001,0.7898189648985863,1766078052.9338932,0.9217577706323687,0.03966635838150978,429,5074.444039884,66967415.0
431,0.8434415459632874,0.0001,0.7854356914758682,1766078064.9216955,0.9239013933547695,0.04066947102546692,430,5086.431832754,67121525.0
432,0.8262121677398682,0.0001,0.7917002141475677,1766078076.4837654,0.9260450160771704,0.039877135306596756,431,5097.993906683,67280398.0
433,0.8217686414718628,0.0001,0.791056901216507,1766078087.8339872,0.9281886387995713,0.039550621062517166,432,5109.344071261,67430621.0
434,0.7772096395492554,0.0001,0.8023619428277016,1766078099.200953,0.9303322615219721,0.04696519672870636,433,5120.711032989,67586335.0
435,0.8042427897453308,0.0001,0.7964780181646347,1766078110.8582175,0.932475884244373,0.03591938316822052,434,5132.368279296,67746263.0
436,0.8103733062744141,0.0001,0.7934744209051132,1766078121.2832155,0.9346195069667739,0.040296122431755066,435,5142.793279642,67898321.0
437,0.7956602573394775,0.0001,0.7997711077332497,1766078131.9023137,0.9367631296891747,0.04147965461015701,436,5153.412396844,68043187.0
438,0.8128316402435303,0.0001,0.7910668700933456,1766078141.1471534,0.9389067524115756,0.044393014162778854,437,5162.657227701,68188476.0
439,0.7962937951087952,0.0001,0.7952994182705879,1766078152.9200404,0.9410503751339764,0.037903886288404465,438,5174.4301309,68339622.0
440,0.7929024696350098,0.0001,0.7978740036487579,1766078164.792419,0.9431939978563773,0.04422549530863762,439,5186.30259861,68495777.0
441,0.8413774967193604,0.0001,0.7858383283019066,1766078176.9324684,0.9453376205787781,0.041005171835422516,440,5198.443628591,68660269.0
442,0.7608999013900757,0.0001,0.8069274872541428,1766078187.0213869,0.947481243301179,0.03963053598999977,441,5208.531467186,68808933.0
443,0.8234202861785889,0.0001,0.7905660048127174,1766078199.4179795,0.9496248660235799,0.04107065126299858,442,5220.928040306,68971728.0
444,0.8257684111595154,0.0001,0.789512887597084,1766078211.5385082,0.9517684887459807,0.04295439273118973,443,5233.048565068,69132008.0
445,0.8001399636268616,0.0001,0.7938205003738403,1766078222.2892501,0.9539121114683816,0.041874706745147705,444,5243.799291386,69278688.0
446,0.7873272895812988,0.0001,0.797090083360672,1766078235.7375848,0.9560557341907824,0.04076722264289856,445,5257.247654768,69432305.0
447,0.8346697092056274,0.0001,0.7873476520180702,1766078248.686539,0.9581993569131833,0.041106972843408585,446,5270.196609624,69591761.0
448,0.8347864151000977,0.0001,0.7860499322414398,1766078258.9703708,0.9603429796355841,0.04001908749341965,447,5280.481052024,69743971.0
449,0.8315000534057617,0.0001,0.7877841517329216,1766078271.1988444,0.962486602357985,0.04055776447057724,448,5292.708933752,69898458.0
450,0.8374072909355164,0.0001,0.7864645943045616,1766078285.3266165,0.9646302250803859,0.03935513272881508,449,5306.836698901,70067672.0
451,0.7829767465591431,0.0001,0.7986386269330978,1766078296.6314247,0.9667738478027867,0.03961639478802681,450,5318.141496246,70220457.0
452,0.8108171224594116,0.0001,0.7935328409075737,1766078307.760882,0.9689174705251876,0.04168360307812691,451,5329.270950918,70371898.0
453,0.8519085645675659,0.0001,0.7817454263567924,1766078319.9045463,0.9710610932475884,0.03865773603320122,452,5341.41459798,70531855.0
454,0.7527809143066406,0.0001,0.8071065172553062,1766078329.8802245,0.9732047159699893,0.04125922545790672,453,5351.390349232,70671343.0
455,0.7961338758468628,0.0001,0.7991650551557541,1766078339.913288,0.9753483386923901,0.041405901312828064,454,5361.423365119,70824566.0
456,0.7917574644088745,0.0001,0.7995086833834648,1766078351.3698173,0.977491961414791,0.03969698026776314,455,5372.879879144,70978442.0
457,0.8160865306854248,0.0001,0.7938663139939308,1766078362.7655058,0.9796355841371919,0.037930361926555634,456,5384.275579259,71138566.0
458,0.7919093370437622,0.0001,0.7991264835000038,1766078374.8756316,0.9817792068595927,0.04073483496904373,457,5396.385825282,71297085.0
459,0.8428974747657776,0.0001,0.7887221723794937,1766078388.1090634,0.9839228295819936,0.04032261669635773,458,5409.619124732,71450804.0
460,0.7751292586326599,0.0001,0.8011437207460403,1766078399.4111314,0.9860664523043944,0.040042389184236526,459,5420.921215394,71611452.0
461,0.7976379990577698,0.0001,0.7944344133138657,1766078410.149359,0.9882100750267953,0.044858261942863464,460,5431.659429256,71764514.0
462,0.8377388715744019,0.0001,0.7880699634552002,1766078422.3817909,0.9903536977491961,0.041987016797065735,461,5443.891858582,71924545.0
463,0.8526203036308289,0.0001,0.7822229936718941,1766078434.6319432,0.992497320471597,0.040683530271053314,462,5456.141997353,72084518.0
464,0.7889827489852905,0.0001,0.797720156610012,1766078446.1421926,0.9946409431939979,0.03987247496843338,463,5467.65227756,72247869.0
465,0.8083138465881348,0.0001,0.793817475438118,1766078459.1426806,0.9967845659163987,0.03834257274866104,464,5480.652747736,72411161.0
466,0.7856065034866333,0.0001,0.8005703762173653,1766078471.174463,0.9989281886387996,0.037972092628479004,465,5492.684544726,72572058.0
467,0.772687554359436,0.0001,0.800133615732193,1766078476.6431203,1.0,0.037972092628479004,466,5498.153277742,72643344.0
467,,,,1766078483.1662724,1.0,,467,5504.676182551,
