train/mean_token_accuracy,_timestamp,train/global_step,_step,_runtime,train/epoch,train/learning_rate,train/loss,train/num_tokens,train/grad_norm
0.7901269197463989,1766074106.6997325,340,339,1325.424472676,0.7288317256162915,0.0001,0.8253819942474365,52884795.0,0.03757190704345703
0.7902875542640686,1766074110.2711966,341,340,1328.995939373,0.7309753483386924,0.0001,0.8172847628593445,53039775.0,0.04716230183839798
0.7847295999526978,1766074114.225339,342,341,1332.950043203,0.7331189710610932,0.0001,0.8393255472183228,53204226.0,0.03581766039133072
0.7950593531131744,1766074117.3258724,343,342,1336.050573426,0.7352625937834941,0.0001,0.8019809722900391,53357002.0,0.04242224991321564
0.7909994721412659,1766074120.6296418,344,343,1339.354376544,0.737406216505895,0.0001,0.8174622058868408,53512592.0,0.04038963094353676
0.7809307277202606,1766074124.8867664,345,344,1343.611514791,0.7395498392282959,0.0001,0.8637144565582275,53675222.0,0.0514996312558651
0.7748795449733734,1766074129.4700844,346,345,1348.194827719,0.7416934619506966,0.0001,0.8765010833740234,53837794.0,0.05697513371706009
0.7912532091140747,1766074133.278374,347,346,1352.003106264,0.7438370846730975,0.0001,0.823394238948822,53990810.0,0.03803018480539322
0.7960447072982788,1766074137.397486,348,347,1356.1222193,0.7459807073954984,0.0001,0.7995213270187378,54142452.0,0.03509251028299332
0.7970288693904877,1766074141.4064276,349,348,1360.131164187,0.7481243301178992,0.0001,0.7929254770278931,54294279.0,0.048598513007164
0.7999819219112396,1766074144.4445653,350,349,1363.169273067,0.7502679528403001,0.0001,0.7910363674163818,54445597.0,0.04201603680849075
0.7897744178771973,1766074148.3648052,351,350,1367.089543589,0.752411575562701,0.0001,0.8279474973678589,54603343.0,0.05327579006552696
0.8024668991565704,1766074152.0013425,352,351,1370.726053995,0.7545551982851019,0.0001,0.7759711146354675,54759468.0,0.0383162759244442
0.7924361824989319,1766074155.8135698,353,352,1374.538294894,0.7566988210075026,0.0001,0.8030160665512085,54913059.0,0.03942456841468811
0.7918285727500916,1766074159.8624609,354,353,1378.587178765,0.7588424437299035,0.0001,0.8125846982002258,55070490.0,0.05214383453130722
0.7864834666252136,1766074163.6776319,355,354,1382.402377504,0.7609860664523044,0.0001,0.8386662006378174,55234816.0,0.04011021554470062
0.78818479180336,1766074166.6498988,356,355,1385.37463704,0.7631296891747053,0.0001,0.8259286880493164,55387388.0,0.04579257220029831
0.7997434139251709,1766074170.7441483,357,356,1389.468880119,0.7652733118971061,0.0001,0.7902501225471497,55538411.0,0.04302530363202095
0.7935101091861725,1766074174.9988594,358,357,1393.723587998,0.767416934619507,0.0001,0.8051539659500122,55688433.0,0.04810390621423721
0.7932601571083069,1766074177.9981835,359,358,1396.722921193,0.7695605573419079,0.0001,0.8075339794158936,55839265.0,0.04468371346592903
0.8046594560146332,1766074181.7039056,360,359,1400.428616908,0.7717041800643086,0.0001,0.7692490816116333,55990505.0,0.039988234639167786
0.7872333526611328,1766074186.4231246,361,360,1405.147859131,0.7738478027867095,0.0001,0.8364858031272888,56160090.0,0.040965065360069275
0.7940632402896881,1766074189.6998158,362,361,1408.424523851,0.7759914255091104,0.0001,0.8057341575622559,56315482.0,0.04499005526304245
0.7836348414421082,1766074193.925645,363,362,1412.650376806,0.7781350482315113,0.0001,0.8448253273963928,56478778.0,0.03802020102739334
0.7844315767288208,1766074198.2061799,364,363,1416.930917419,0.7802786709539121,0.0001,0.8320817947387695,56640621.0,0.03924344852566719
0.7885043323040009,1766074202.6522934,365,364,1421.377007138,0.782422293676313,0.0001,0.8264180421829224,56808271.0,0.04155346751213074
0.7907811403274536,1766074206.895206,366,365,1425.619935283,0.7845659163987139,0.0001,0.8183389902114868,56962569.0,0.038191936910152435
0.7909670174121857,1766074210.1864793,367,366,1428.911203859,0.7867095391211146,0.0001,0.81345534324646,57113382.0,0.039699919521808624
0.7824230492115021,1766074214.6031544,368,367,1433.327862774,0.7888531618435155,0.0001,0.8446906208992004,57283115.0,0.03802948817610741
