_timestamp,train/loss,train/epoch,train/grad_norm,train/global_step,_step,train/num_tokens,train/learning_rate,train/mean_token_accuracy,_runtime,eval/accuracy
1765917949.4148712,0.7441790699958801,0.5294748124330118,0.007646672427654266,247.0,246,38478252.0,0.001,0.8094023168087006,1813.565935713,
1765917955.5925343,0.762700080871582,0.5316184351554126,0.009286214597523212,248.0,247,38625546.0,0.001,0.8035677820444107,1819.743591737,
1765917962.8816488,0.7784751057624817,0.5337620578778135,0.008190934546291828,249.0,248,38771391.0,0.001,0.7988403737545013,1827.032704674,
1765917970.6455863,0.7903900146484375,0.5359056806002144,0.00872671976685524,250.0,249,38929652.0,0.001,0.7955143302679062,1834.796632719,
1765917977.154926,0.7950546741485596,0.5380493033226152,0.008303520269691944,251.0,250,39078825.0,0.001,0.7923244684934616,1841.30596626,
1765917984.8889,0.8072954416275024,0.5401929260450161,0.008093025535345078,252.0,251,39250764.0,0.001,0.7909234166145325,1849.039946143,
1765917991.7721066,0.7667967677116394,0.5423365487674169,0.008656835183501244,253.0,252,39401652.0,0.001,0.8018829375505447,1855.923184419,
1765917999.1810577,0.7810400128364563,0.5444801714898178,0.008079074323177338,254.0,253,39556368.0,0.001,0.8002187013626099,1863.332105605,
1765918005.9762383,0.7580931782722473,0.5466237942122186,0.008213206194341183,255.0,254,39716091.0,0.001,0.8034858107566833,1870.127293316,
1765918012.184721,0.7861807346343994,0.5487674169346195,0.007868307642638683,256.0,255,39864668.0,0.001,0.7989970147609711,1876.335756755,
1765918019.5925267,0.8169111013412476,0.5509110396570204,0.007714428938925266,257.0,256,40026842.0,0.001,0.7871613651514053,1883.74356399,
1765918026.8254817,0.7787123918533325,0.5530546623794212,0.007722156587988138,258.0,257,40185219.0,0.001,0.7993503361940384,1890.976532524,
1765918033.5746222,0.7990671396255493,0.5551982851018221,0.00868015643209219,259.0,258,40338073.0,0.001,0.7925868630409241,1897.72567771,
1765918041.0058575,0.8118905425071716,0.5573419078242229,0.007907877676188946,260.0,259,40501465.0,0.001,0.7900453358888626,1905.156905026,
1765918048.3411398,0.7912274599075317,0.5594855305466238,0.007965795695781708,261.0,260,40657227.0,0.001,0.7962490171194077,1912.492196131,
1765918055.6128445,0.7632036209106445,0.5616291532690246,0.009041054174304008,262.0,261,40807442.0,0.001,0.8043898493051529,1919.763899981,
1765918063.0781658,0.793928861618042,0.5637727759914255,0.007929260842502117,263.0,262,40956359.0,0.001,0.7940052449703217,1927.229217897,
1765918071.0307076,0.7843410968780518,0.5659163987138264,0.008272504433989525,264.0,263,41113297.0,0.001,0.7963550537824631,1935.181744862,
1765918078.496245,0.7884997129440308,0.5680600214362272,0.008238673210144043,265.0,264,41267327.0,0.001,0.7966377437114716,1942.647264246,
1765918084.296886,0.7498468160629272,0.5702036441586281,0.0083156181499362,266.0,265,41416137.0,0.001,0.807129979133606,1948.447933763,
1765918091.5120037,0.7733273506164551,0.572347266881029,0.007839147932827473,267.0,266,41572626.0,0.001,0.8009723424911499,1955.663061487,
1765918098.3452926,0.7594231367111206,0.5744908896034298,0.007577120326459408,268.0,267,41724870.0,0.001,0.8061937838792801,1962.496327547,
1765918105.8367467,0.7516590356826782,0.5766345123258306,0.007371228188276291,269.0,268,41882397.0,0.001,0.8063797056674957,1969.987801939,
1765918112.9498382,0.7961905002593994,0.5787781350482315,0.00839780643582344,270.0,269,42044695.0,0.001,0.7913763225078583,1977.100879412,
1765918120.739878,0.810052752494812,0.5809217577706324,0.00917799212038517,271.0,270,42195750.0,0.001,0.7912137806415558,1984.890942873,
1765918128.065277,0.8030263185501099,0.5830653804930332,0.00837728101760149,272.0,271,42347658.0,0.001,0.7955489456653595,1992.216310062,
1765918135.6413636,0.8028454780578613,0.5852090032154341,0.00826702918857336,273.0,272,42499617.0,0.001,0.7907145172357559,1999.792415849,
1765918142.8560293,0.7600988149642944,0.587352625937835,0.008404441177845001,274.0,273,42648060.0,0.001,0.8041420876979828,2007.00707292,
1765918149.6388638,0.7710660696029663,0.5894962486602358,0.009249337948858738,275.0,274,42799438.0,0.001,0.7989180088043213,2013.789910758,
1765918156.7105267,0.765673041343689,0.5916398713826366,0.009342905133962631,276.0,275,42945465.0,0.001,0.8029361665248871,2020.86156843,
